Locationabbr,Locationdesc,Class,Topic,Question,Response,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,GeoLocation
GA,Georgia,Demographics,Age,What is your age?,25-34 years,553,17.8,16.3,19.3,"1,348",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Age,What is your age?,35-44 years,736,17.9,16.5,19.3,"1,349",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Age,What is your age?,45-54 years,"1,086",18.4,17.1,19.6,"1,350",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Age,What is your age?,55-64 years,"1,457",15.7,14.7,16.7,"1,351",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Age,What is your age?,65+ years,"2,189",16.6,15.7,17.4,"1,352",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Disability status,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",Yes,432,6,5.2,6.8,"2,380",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Disability status,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",No,"5,587",94,93.3,94.8,"2,381",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Disability status,"Do you have serious difficulty concentrating, remembering, or making decisions?",Yes,717,11.4,10.3,12.5,"2,426",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Disability status,"Do you have serious difficulty concentrating, remembering, or making decisions?",No,"5,281",88.6,87.5,89.8,"2,427",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Disability status,Do you have difficulty doing errands alone?,Yes,522,7.4,6.5,8.3,"2,564",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Disability status,Do you have difficulty doing errands alone?,No,"5,448",92.6,91.7,93.5,"2,565",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Disability status,Do you have difficulty dressing or bathing?,Yes,303,4,3.4,4.7,"2,518",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Disability status,Do you have difficulty dressing or bathing?,No,"5,682",96,95.3,96.6,"2,519",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,Yes,"1,263",15.2,14,16.3,"2,472",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,No,"4,721",84.8,83.7,86,"2,473",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Disability status,"Adults who are limited in any activities because of physical, mental, or emotional problems",Yes,"1,534",20.4,19.1,21.8,"2,288",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Disability status,"Adults who are limited in any activities because of physical, mental, or emotional problems",No,"4,489",79.6,78.2,80.9,"2,289",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,Yes,789,8.7,7.9,9.5,"2,334",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,No,"5,248",91.3,90.5,92.1,"2,335",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Education,What is the highest grade or year of school you completed?,Less than H.S.,704,16.4,14.8,17.9,"1,726",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Education,What is the highest grade or year of school you completed?,H.S. or G.E.D.,"1,712",29.3,27.8,30.9,"1,727",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Education,What is the highest grade or year of school you completed?,Some post-H.S.,"1,648",29.6,28.1,31.2,"1,728",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Education,What is the highest grade or year of school you completed?,College+,"2,243",24.7,23.5,25.9,"1,729",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Employment,What is your employment status?,No work< yr,143,4,3.2,4.8,"1,809",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Employment,What is your employment status?,No work >yr,210,4.3,3.5,5.1,"1,808",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Employment,What is your employment status?,Student,169,6,5,7,"1,811",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Employment,What is your employment status?,Retired,"1,922",15.6,14.7,16.5,"1,812",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Employment,What is your employment status?,Unable to work,620,8.6,7.7,9.5,"1,813",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Employment,What is your employment status?,Employed,"2,419",48.1,46.4,49.8,"1,806",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Employment,What is your employment status?,Homemaker,363,5.9,5.1,6.7,"1,810",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Employment,What is your employment status?,Self-employed,438,7.5,6.6,8.4,"1,807",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Income,What is your annual household income?,"Less than $15,000",675,13,11.7,14.4,"1,988",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Income,What is your annual household income?,"$15,000 - 24,999","1,036",21.2,19.6,22.8,"1,989",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Income,What is your annual household income?,"$25,000 - 34,999",616,11,9.9,12.2,"1,990",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Income,What is your annual household income?,"$35,000 -  49,999",703,13.3,12,14.5,"1,991",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Income,What is your annual household income?,"$50,000+","2,244",41.5,39.7,43.3,"1,992",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Internet,Have you used the internet in the past 30 days?,Yes,"4,586",80.5,79.2,81.9,"2,173",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Internet,Have you used the internet in the past 30 days?,No,"1,516",19.5,18.1,20.8,"2,174",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Marital Status,What is your marital status?,Married,"3,178",50.3,48.6,52,"1,455",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Marital Status,What is your marital status?,Divorced,927,11.2,10.2,12.2,"1,456",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Marital Status,What is your marital status?,Widowed,971,6.6,6,7.2,"1,457",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Marital Status,What is your marital status?,Separated,173,3.2,2.5,3.8,"1,458",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Marital Status,What is your marital status?,Never married,919,25,23.3,26.7,"1,459",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Marital Status,What is your marital status?,Partnered,123,3.8,3,4.6,"1,460",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Five or more children,37,1,0.7,1.4,"1,597",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Four children,76,2.1,1.5,2.6,"1,596",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Three children,247,6.3,5.3,7.3,"1,595",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Two children,569,13.2,11.9,14.4,"1,594",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),One child,735,16.5,15.1,17.8,"1,593",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),None,"4,638",61,59.3,62.8,"1,592",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Race,What is your race/ethnicity?,White,"4,188",56.9,55.2,58.7,"1,252",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Race,What is your race/ethnicity?,Black,"1,544",29.4,27.8,31,"1,253",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Race,What is your race/ethnicity?,MultiRacial,107,1.1,0.8,1.4,"1,256",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Race,What is your race/ethnicity?,Other,145,4.3,3.4,5.2,"1,255",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Race,What is your race/ethnicity?,Hispanic,241,8.3,7.1,9.5,"1,254",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Rent/Own Home,Do you own or rent your home?,Own,"4,471",67.3,65.7,69,"2,219",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Rent/Own Home,Do you own or rent your home?,Rent,"1,400",28.5,26.9,30.1,"2,220",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Rent/Own Home,Do you own or rent your home?,Other,176,4.2,3.4,5,"2,221",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,Yes,988,14.4,13.2,15.6,"2,127",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,No,"5,354",85.6,84.4,86.8,"2,128",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,933,19,17.5,20.4,321,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,"5,398",81,79.6,82.5,322,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,"5,563",79.1,77.5,80.7,162,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,761,20.9,19.3,22.5,163,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,"4,947",71.7,70.1,73.4,367,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,579,11.5,10.4,12.7,368,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,342,8.1,7,9.1,369,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,335,7.1,6.1,8.1,370,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,59,1.6,1,2.1,371,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,"1,343",18.8,17.5,20.1,117,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one","4,759",65.2,63.5,66.9,252,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,484,6.3,5.6,7,253,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,"1,084",28.5,26.9,30.2,254,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,"3,338",75,73.1,76.9,208,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,726,25,23.1,26.9,209,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,"4,989",81.2,79.9,82.5,116,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Status,Overall Health,How is your general health?,Excellent,"1,087",19,17.6,20.4,1,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Status,Overall Health,How is your general health?,Very good,"1,945",30.6,29,32.1,2,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Status,Overall Health,How is your general health?,Good,"1,957",31.6,30,33.3,3,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Status,Overall Health,How is your general health?,Fair,917,13.1,12,14.2,4,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Health Status,Overall Health,How is your general health?,Poor,426,5.7,4.9,6.4,5,%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,HIV-AIDS,HIV Test,Have you ever been tested for HIV?,Yes,"1,990",43.7,41.9,45.5,"3,657",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,HIV-AIDS,HIV Test,Have you ever been tested for HIV?,No,"3,561",56.3,54.5,58.1,"3,658",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),Yes,"1,149",54.7,52,57.4,"3,047",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),No,920,45.3,42.6,48,"3,048",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),Yes,"1,357",65.2,62.6,67.9,"3,085",%,"(32.83968109300048, -83.62758034599966)"
GA,Georgia,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),No,654,34.8,32.1,37.4,"3,086",%,"(32.83968109300048, -83.62758034599966)"
